call_id,received_at,line,caller_ref,wait_seconds,talk_seconds,outcome,handled_by
C002860,27/02/2026 12:44:45,Main,P02136,57,0,VOICEMAIL,
C002861,27/02/2026 12:47:41,Billing,P03671,4,198,ANSWERED,R04
C002862,27/02/2026 12:54:56,Main,P04139,15,145,answered,R04
C002863,27/02/2026 12:59:01,New Patients,P01481,7,369,answered,R04
C002864,27/02/2026 13:00:58,Billing,P02280,31,0,ABANDONED,
C002865,27/02/2026 13:09:02,Main,P02746,,254,ANSWERED,R04
C002866,27/02/2026 13:10:50,Main,P02166,64,0,Voicemail,
C002867,27/02/2026 13:13:57,New Patients,P00591,44,0,voicemail,
C002868,27/02/2026 13:25:03,Main,P03652,,162,answered,R04
C002869,27/02/2026 13:29:53,Billing,P01972,26,224,answered,R04
C002870,27/02/2026 13:34:18,Main ,P00585,9,143,answered,R03
C002871,27/02/2026 13:39:46,New Patients ,P03336,16,188,answered,R03
C002872,27/02/2026 13:43:24,New Patients,P00179,,417,Answered,R01
C002873,27/02/2026 13:46:48,New Patients,P00689,14,410,answered,R02
C002874,27/02/2026 14:56:47,Main,P01772,9,162,answered,R04
C002875,27/02/2026 15:02:24,Main,P02079,6,214,answered,R03
C002876,27/02/2026 15:13:45,New Patients,P02004,4,223,answered,R02
C002877,27/02/2026 15:26:29,New Patients,P00392,18,467,answered,R04
C002878,27/02/2026 15:42:25,Main,P03507,,651,ANSWERED,R02
C002879,27/02/2026 15:48:31,Main,P02566,18,294,answered,R04
C002880,27/02/2026 15:54:18,Billing,P03067,11,187,answered,R03
C002881,27/02/2026 16:07:52,New Patients,P02739,,282,Answered,R02
C002882,27/02/2026 16:07:01,New Patients,P01967,,263,answered,R03
C002883,27/02/2026 16:07:22,Main,P01232,16,184,answered,R01
C002884,27/02/2026 16:08:49,Main,P00724,6,145,Answered,R04
C002885,27/02/2026 16:09:54,Main,P00477,47,0,voicemail,
C002886,27/02/2026 16:14:15,Main,P00275,7,163,ANSWERED,R04
C002887,27/02/2026 16:19:15,New Patients,P02158,9,597,ANSWERED,R03
C002888,27/02/2026 16:24:02,Main,P01477,28,262,ANSWERED,R01
C002889,27/02/2026 16:28:23,New Patients,P00111,8,547,answered,R02
C002890,27/02/2026 16:28:37,New Patients,P00638,10,423,answered,R04
C002891,27/02/2026 16:34:28,New Patients,P02576,11,555,answered,R03
C002892,27/02/2026 16:45:28,New Patients,P02267,10,280,answered,R04
C002892,27/02/2026 16:45:28,New Patients,P02267,10,280,answered,R04
C002893,27/02/2026 16:48:25,Main,P00762,,138,Answered,R03
C002894,27/02/2026 16:49:09,New Patients,P03141,49,0,VOICEMAIL,
C002895,27/02/2026 16:56:33,New Patients,P00130,7,225,answered,R04
C002896,27/02/2026 16:58:00,New Patients,P00556,,536,answered,R03
C002897,27/02/2026 17:24:11,New Patients,P01524,3,299,answered,R04
C002898,27/02/2026 17:29:19,Billing,P00550,11,445,ANSWERED,R03
C002899,27/02/2026 17:38:21,Main,P03696,11,106,Answered,R03
C002900,27/02/2026 17:43:47,Main,P03730,18,154,ANSWERED,R04
C002901,27/02/2026 17:50:58,New Patients,P01364,10,219,answered,R03
C002902,27/02/2026 17:59:19,New Patients,P03329,,101,Answered,R04
C002903,02/03/2026 08:26:39,New Patients,P00818,10,681,Answered,R01
C002904,02/03/2026 08:32:20,New Patients,P02563,,376,answered,R02
C002905,02/03/2026 08:33:35,Billing,P02487,28,0,abandoned,
C002906,02/03/2026 08:33:39,New Patients,P01506,64,0,VOICEMAIL,
C002907,02/03/2026 08:37:03,New Patients ,P02187,30,0,Abandoned,
C002908,02/03/2026 08:44:01,Main,P00673,27,346,answered,R01
C002909,02/03/2026 08:47:25,Main,P01085,11,219,answered,R02
C002910,02/03/2026 09:04:10,New Patients,P03420,10,442,answered,R01
C002911,02/03/2026 09:09:59,New Patients,P03122,11,220,ANSWERED,R02
C002912,02/03/2026 09:14:40,New Patients ,P00032,6,429,Answered,R01
C002913,02/03/2026 09:15:10,Main,P01061,13,204,Answered,R02
C002914,02/03/2026 09:21:51,Main,P00382,13,148,Answered,R02
C002915,02/03/2026 09:26:11,Main,P03794,6,124,ANSWERED,R01
C002916,02/03/2026 09:26:33,Billing,P00367,5,289,ANSWERED,R02
C002917,02/03/2026 09:26:35,Main,P03114,6,0,abandoned,
C002918,02/03/2026 09:28:19,Main,P01491,10,0,abandoned,
C002919,02/03/2026 09:28:51,Billing,P02159,28,0,abandoned,
C002920,02/03/2026 09:29:05,Main ,P02795,12,0,abandoned,
C002921,02/03/2026 09:29:25,New Patients,P04138,16,0,abandoned,
C002922,02/03/2026 09:31:08,Billing,P02127,23,104,ANSWERED,R01
C002923,02/03/2026 09:32:58,Main,P04032,12,252,ANSWERED,R04
C002924,02/03/2026 09:33:56,Billing,P01947,11,338,Answered,R02
C002925,02/03/2026 09:35:53,Main,P00801,18,198,answered,R01
C002926,02/03/2026 09:38:54,New Patients,P03664,9,176,ANSWERED,R03
C002927,02/03/2026 09:44:19,Billing,P02644,,615,ANSWERED,R02
C002927,02/03/2026 09:44:19,Billing,P02644,,615,ANSWERED,R02
C002928,02/03/2026 10:03:08,Main,P01000,,109,answered,R03
C002929,02/03/2026 10:03:03,New Patients,P02937,11,554,answered,R01
C002930,02/03/2026 10:04:32,New Patients,P02715,16,297,ANSWERED,R02
C002931,02/03/2026 10:09:09,New Patients,P03310,17,448,answered,R04
C002932,02/03/2026 10:09:33,New Patients,P01367,11,315,answered,R03
C002933,02/03/2026 10:22:02,Billing,P00014,7,245,answered,R01
C002934,02/03/2026 10:23:32,Main,P04178,4,100,answered,R04
C002935,02/03/2026 10:27:17,Main,P03271,16,140,Answered,R03
C002936,02/03/2026 10:30:30,New Patients,P02667,5,172,ANSWERED,R04
C002937,02/03/2026 10:32:59,Main,P02824,9,264,ANSWERED,R03
C002938,02/03/2026 10:36:59,Main,P04003,,343,answered,R02
C002939,02/03/2026 10:37:27,Main,P03636,7,332,ANSWERED,R04
C002940,02/03/2026 10:50:27,Main,P01836,4,103,Answered,R03
C002941,02/03/2026 11:24:46,Main,P00915,4,169,ANSWERED,R04
C002942,02/03/2026 12:08:48,Main,P00409,4,172,answered,R02
C002943,02/03/2026 12:23:17,New Patients,P03895,15,214,Answered,R02
C002944,02/03/2026 12:28:40,New Patients,P01762,10,296,Answered,R03
C002945,02/03/2026 12:29:40,Main,P02082,,215,answered,R02
C002946,02/03/2026 12:31:54,New Patients,P00276,13,619,ANSWERED,R04
C002947,02/03/2026 12:33:15,Main,P01796,22,0,ABANDONED,
C002948,02/03/2026 12:35:22,Main,P03270,21,0,Abandoned,
C002949,02/03/2026 12:38:01,Main,P02233,15,0,abandoned,
C002950,02/03/2026 12:38:31,Main,P01264,83,0,VOICEMAIL,
C002951,02/03/2026 12:38:08,New Patients,P03301,59,0,voicemail,
C002952,02/03/2026 12:40:44,Main,P00394,50,0,voicemail,
C002953,02/03/2026 12:44:28,New Patients,P02449,,756,answered,R04
C002954,02/03/2026 12:46:05,New Patients,P01258,47,0,Voicemail,
C002955,02/03/2026 12:52:46,New Patients,P02928,54,0,VOICEMAIL,
C002956,02/03/2026 12:52:29,Billing,P01782,66,0,VOICEMAIL,
C002957,02/03/2026 12:56:05,Main,P02622,32,0,VOICEMAIL,
C002958,02/03/2026 12:56:23,Billing ,P03165,19,0,Abandoned,
C002959,02/03/2026 13:01:39,Main,P04195,25,145,ANSWERED,R04
C002960,02/03/2026 13:02:50,New Patients,P00184,54,0,voicemail,
C002961,02/03/2026 13:06:36,Billing,P00820,6,227,answered,R04
C002962,02/03/2026 13:06:10,New Patients,P02272,27,0,abandoned,
C002963,02/03/2026 13:07:17,Main,P00822,3,0,ABANDONED,
C002964,02/03/2026 13:07:49,New Patients,P01457,45,0,Voicemail,
C002965,02/03/2026 13:12:20,New Patients,P03899,4,281,answered,R04
C002966,02/03/2026 13:27:13,New Patients,P00301,15,386,answered,R04
C002967,02/03/2026 13:34:31,New Patients,P02507,9,588,Answered,R01
C002968,02/03/2026 13:37:57,Main,P03364,19,268,answered,R02
C002969,02/03/2026 13:49:07,Main ,P03318,5,157,answered,R03
C002970,02/03/2026 14:04:18,Billing,P00392,13,168,answered,R01
C002971,02/03/2026 14:48:44,New Patients,P02154,13,610,answered,R02
C002972,02/03/2026 15:11:14,New Patients ,P01094,4,522,answered,R02
C002973,02/03/2026 15:12:23,Main,P03997,14,97,ANSWERED,R03
C002974,02/03/2026 15:22:53,Main,P02573,9,161,answered,R02
C002975,02/03/2026 15:52:59,New Patients,P02819,12,400,ANSWERED,R04
C002976,02/03/2026 15:52:26,Main,P03349,20,114,answered,R02
C002977,02/03/2026 15:57:28,Main,P01749,12,447,Answered,R03
C002978,02/03/2026 15:59:31,Main,P00150,14,212,ANSWERED,R02
C002979,02/03/2026 16:20:02,New Patients,P04008,13,257,answered,R02
C002980,02/03/2026 16:27:06,Main,P01776,15,183,ANSWERED,R04
C002981,02/03/2026 16:27:48,Main,P03770,6,208,answered,R02
C002982,02/03/2026 16:33:33,Main,P00289,,212,Answered,R04
C002983,02/03/2026 16:37:23,Main,P00802,12,274,ANSWERED,R03
C002984,02/03/2026 16:39:15,New Patients,P01937,,264,Answered,R04
C002985,02/03/2026 16:47:49,Main,P02917,12,102,answered,R04
C002986,02/03/2026 16:49:12,Main,P01751,13,314,answered,R03
C002987,02/03/2026 16:56:14,Main,P03835,3,93,answered,R04
C002988,02/03/2026 17:00:04,Main,P01844,,208,ANSWERED,R04
C002989,02/03/2026 17:32:42,Billing,P02196,10,87,ANSWERED,R03
C002990,02/03/2026 17:32:35,Main,P00423,6,143,answered,R04
C002991,02/03/2026 17:34:32,New Patients,P03194,40,0,voicemail,
C002992,02/03/2026 17:49:16,Main,P02808,18,89,ANSWERED,R03
C002993,03/03/2026 08:18:24,Main,P01998,9,141,answered,R01
C002994,03/03/2026 08:45:58,Main,P00014,14,307,ANSWERED,R02
C002995,03/03/2026 08:52:24,Main ,P00087,4,97,Answered,R02
C002996,03/03/2026 08:53:04,Main ,P03058,,182,ANSWERED,R01
C002997,03/03/2026 08:53:34,New Patients,P01520,46,0,voicemail,
C002998,03/03/2026 08:55:42,New Patients ,P03234,51,0,voicemail,
C002999,03/03/2026 08:57:27,Main,P04105,10,340,answered,R02
C003000,03/03/2026 09:07:48,Main,P00895,4,169,ANSWERED,R01
C003001,03/03/2026 09:09:00,Main,P00168,10,225,Answered,R02
C003002,03/03/2026 09:10:42,Main,P01071,11,0,abandoned,
C003003,03/03/2026 09:11:55,Billing,P03692,55,0,voicemail,
C003004,03/03/2026 09:16:29,Main,P00818,10,159,answered,R01
C003005,03/03/2026 09:18:10,Billing,P03788,17,537,answered,R02
C003006,03/03/2026 09:26:48,Main,P00029,24,122,answered,R01
C003007,03/03/2026 09:32:23,Main,P04179,5,292,answered,R04
C003008,03/03/2026 09:35:54,New Patients ,P04125,13,265,ANSWERED,R02
C003009,03/03/2026 09:35:01,Main,P02552,14,94,answered,R03
C003010,03/03/2026 09:52:32,New Patients,P00668,5,245,ANSWERED,R03
C003011,03/03/2026 09:52:06,Billing,P03951,5,143,answered,R04
C003012,03/03/2026 09:57:22,Main,P04039,,475,answered,R01
C003013,03/03/2026 09:58:14,Main,P03702,13,113,answered,R02
C003014,03/03/2026 10:05:48,New Patients ,P02628,5,219,answered,R02
C003015,03/03/2026 10:07:41,New Patients,P03308,,238,answered,R03
C003016,03/03/2026 10:13:15,New Patients,P03728,11,634,answered,R02
C003017,03/03/2026 10:18:58,Main,P01850,7,379,Answered,R01
C003018,03/03/2026 10:22:19,New Patients ,P04095,21,544,ANSWERED,R04
C003019,03/03/2026 10:35:05,New Patients,P00354,,380,answered,R03
C003020,03/03/2026 10:36:23,Billing,P03171,10,388,ANSWERED,R01
C003021,03/03/2026 10:37:30,New Patients,P02449,6,169,Answered,R04
C003022,03/03/2026 10:37:29,Main,P03683,10,101,Answered,R02
C003023,03/03/2026 10:40:43,Main,P03735,14,120,answered,R02
C003024,03/03/2026 10:44:47,Main,P01665,18,335,Answered,R04
C003025,03/03/2026 11:07:33,Main,P03555,7,442,answered,R04
C003026,03/03/2026 11:20:38,Main,P03357,,175,answered,R04
C003027,03/03/2026 11:26:37,Main,P00335,4,169,answered,R02
C003028,03/03/2026 12:16:48,Main,P03638,,219,ANSWERED,R01
C003029,03/03/2026 12:24:34,Main,P02930,15,90,answered,R01
C003030,03/03/2026 12:37:49,Billing,P01376,15,177,ANSWERED,R04
C003031,03/03/2026 12:43:52,Main,P01173,,139,Answered,R04
C003032,03/03/2026 12:56:39,New Patients,P00226,,503,Answered,R04
C003033,03/03/2026 12:58:20,Main,P01070,4,0,abandoned,
C003034,03/03/2026 13:06:53,New Patients,P02503,14,198,ANSWERED,R04
C003035,03/03/2026 13:09:52,Main,P03134,49,0,Voicemail,
C003036,03/03/2026 13:13:37,New Patients,P02354,17,423,ANSWERED,R04
C003037,03/03/2026 13:19:57,New Patients,P00081,1,0,abandoned,
C003038,03/03/2026 13:25:19,Main,P00053,22,133,Answered,R04
C003039,03/03/2026 13:33:25,Billing,P02992,11,267,ANSWERED,R02
C003040,03/03/2026 13:51:07,Main,P01479,,113,Answered,R01
C003041,03/03/2026 15:07:25,Main,P00616,23,264,ANSWERED,R04
C003042,03/03/2026 15:13:30,Billing,P01711,12,254,answered,R02
C003043,03/03/2026 15:22:23,Main,P04072,14,151,ANSWERED,R02
C003044,03/03/2026 15:28:19,New Patients,P01423,,287,ANSWERED,R01
C003045,03/03/2026 15:38:20,Main,P00069,10,198,Answered,R02
C003046,03/03/2026 15:43:09,Main,P00339,13,195,answered,R02
C003047,03/03/2026 15:46:23,Billing,P01206,14,296,Answered,R04
C003048,03/03/2026 15:50:42,Main,P02225,18,160,answered,R01
C003049,03/03/2026 15:53:47,New Patients,P00559,12,180,ANSWERED,R02
C003050,03/03/2026 15:59:16,Main,P00801,4,85,answered,R03
C003051,03/03/2026 16:03:47,Main,P00417,13,162,ANSWERED,R02
C003052,03/03/2026 16:18:44,New Patients,P01546,3,308,ANSWERED,R02
C003053,03/03/2026 16:49:09,New Patients ,P03260,,465,answered,R03
C003054,03/03/2026 16:58:40,Main,P03288,14,199,Answered,R04
C003055,03/03/2026 17:00:30,Main,P00784,12,166,answered,R03
C003056,03/03/2026 17:00:22,New Patients,P00227,53,0,Voicemail,
C003057,03/03/2026 17:09:14,Main,P01071,15,218,answered,R03
C003058,03/03/2026 17:17:48,New Patients,P03687,15,557,answered,R03
C003059,03/03/2026 17:21:58,Main,P02790,6,295,Answered,R04
C003060,03/03/2026 17:28:28,Main,P01024,7,177,ANSWERED,R04
C003061,03/03/2026 17:37:07,Main,P01351,15,304,ANSWERED,R03
C003062,04/03/2026 08:06:14,Billing,P01134,,364,ANSWERED,R01
C003063,04/03/2026 08:38:06,Main,P00693,16,458,Answered,R02
C003064,04/03/2026 09:03:25,New Patients,P01215,9,175,answered,R02
C003065,04/03/2026 09:04:50,Main,P00540,25,180,Answered,R01
C003066,04/03/2026 09:05:39,Main,P00095,42,0,VOICEMAIL,
C003067,04/03/2026 09:15:36,New Patients,P01782,8,126,ANSWERED,R02
C003068,04/03/2026 09:18:59,New Patients,P01986,,562,ANSWERED,R02
C003069,04/03/2026 09:22:47,Main,P02892,,121,answered,R01
C003070,04/03/2026 09:27:02,Main,P01936,8,106,answered,R01
C003071,04/03/2026 09:39:53,New Patients,P00456,10,230,answered,R04
C003072,04/03/2026 09:42:42,New Patients,P02467,,748,Answered,R01
C003073,04/03/2026 09:50:38,Billing,P02328,11,271,answered,R02
C003074,04/03/2026 10:04:43,Main ,P00502,,145,Answered,R04
C003075,04/03/2026 10:06:37,New Patients,P00158,11,255,Answered,R02
C003076,04/03/2026 10:07:51,New Patients,P02841,,205,answered,R01
C003077,04/03/2026 10:08:53,New Patients,P00808,8,223,answered,R03
C003078,04/03/2026 10:19:30,New Patients ,P00414,16,209,answered,R02
C003079,04/03/2026 10:22:29,Billing ,P00178,8,261,ANSWERED,R04
C003080,04/03/2026 10:37:01,Main,P01981,5,151,answered,R02
C003081,04/03/2026 10:52:03,Main,P00736,14,316,answered,R03
C003082,04/03/2026 10:53:25,New Patients,P02186,11,649,Answered,R04
C003083,04/03/2026 11:11:20,Main,P00645,8,162,answered,R02
C003084,04/03/2026 11:46:56,Main,P00292,9,124,answered,R04
C003085,04/03/2026 11:53:39,Main,P00175,6,235,ANSWERED,R03
C003086,04/03/2026 11:54:22,Billing ,P00561,7,185,answered,R04
C003087,04/03/2026 11:57:40,Main,P00994,,177,answered,R02
C003088,04/03/2026 12:01:54,New Patients,P02275,9,247,ANSWERED,R03
C003088,04/03/2026 12:01:54,New Patients,P02275,9,247,ANSWERED,R03
C003089,04/03/2026 12:30:00,Main,P02988,22,150,Answered,R04
C003090,04/03/2026 12:31:38,Main,P00600,20,0,ABANDONED,
C003091,04/03/2026 12:43:56,New Patients,P03158,11,381,answered,R04
C003092,04/03/2026 12:50:58,Main,P01556,45,0,voicemail,
C003093,04/03/2026 12:51:54,Billing,P00345,,121,ANSWERED,R04
C003094,04/03/2026 12:55:02,Main,P01774,,190,answered,R04
C003095,04/03/2026 13:00:26,Main,P03201,9,169,answered,R04
C003096,04/03/2026 13:04:52,Billing,P03876,50,0,VOICEMAIL,
C003097,04/03/2026 13:08:48,New Patients,P03445,6,372,Answered,R04
C003098,04/03/2026 13:09:30,New Patients,P01314,23,0,Abandoned,
C003099,04/03/2026 13:13:00,Billing,P04000,25,0,abandoned,
C003100,04/03/2026 13:15:09,New Patients,P00920,63,0,voicemail,
C003101,04/03/2026 13:15:26,New Patients,P03753,17,0,ABANDONED,
C003102,04/03/2026 13:17:25,Main,P03819,7,87,Answered,R04
C003103,04/03/2026 13:37:35,New Patients,P03042,,360,ANSWERED,R01
C003104,04/03/2026 13:38:32,Main,P03781,8,459,answered,R02
C003105,04/03/2026 13:42:57,New Patients,P03682,16,142,answered,R03
C003106,04/03/2026 13:56:13,Main,P03482,7,359,answered,R02
C003107,04/03/2026 14:11:13,Billing,P02040,10,248,Answered,R01
C003108,04/03/2026 14:22:48,New Patients,P01201,8,546,Answered,R01
C003109,04/03/2026 15:12:43,New Patients,P01968,5,413,answered,R04
C003110,04/03/2026 15:37:23,Main,P03101,5,206,answered,R04
C003111,04/03/2026 15:54:52,Main,P03937,,156,ANSWERED,R02
C003112,04/03/2026 16:04:36,Main ,P02632,3,194,answered,R01
C003113,04/03/2026 16:09:30,New Patients,P01711,10,265,answered,R04
C003114,04/03/2026 16:26:14,Main,P03093,8,521,Answered,R01
C003115,04/03/2026 16:28:59,New Patients,P00487,9,236,ANSWERED,R02
C003116,04/03/2026 16:34:17,Main,P00146,5,219,answered,R04
C003117,04/03/2026 16:36:06,Main,P03175,,193,answered,R03
C003118,04/03/2026 16:43:10,New Patients,P03094,11,546,answered,R03
C003119,04/03/2026 16:44:54,Main,P00307,12,106,ANSWERED,R04
C003120,04/03/2026 16:55:06,New Patients,P00837,,322,ANSWERED,R03
C003121,04/03/2026 16:55:45,Billing,P01360,16,193,ANSWERED,R04
C003122,04/03/2026 17:00:40,New Patients,P00941,9,314,answered,R04
C003123,04/03/2026 17:02:26,New Patients,P03127,59,0,VOICEMAIL,
C003124,04/03/2026 17:18:19,Main,P01152,4,234,Answered,R04
C003125,04/03/2026 17:24:53,Main ,P00122,12,226,ANSWERED,R03
C003126,04/03/2026 17:26:04,Main,P00578,12,113,answered,R04
C003126,04/03/2026 17:26:04,Main,P00578,12,113,answered,R04
C003127,04/03/2026 17:30:37,New Patients ,P00901,5,389,ANSWERED,R03
C003128,04/03/2026 17:35:16,New Patients,P02160,4,322,Answered,R04
C003129,04/03/2026 17:54:54,Main ,P00758,5,350,answered,R03
C003130,05/03/2026 08:03:33,Main ,P01851,3,113,answered,R02
C003131,05/03/2026 08:07:33,Main,P02461,10,345,Answered,R02
C003132,05/03/2026 08:18:58,Main,P00100,,175,ANSWERED,R01
C003133,05/03/2026 08:28:19,Billing,P03839,9,158,ANSWERED,R01
C003134,05/03/2026 08:29:04,New Patients,P01655,,290,answered,R02
C003135,05/03/2026 08:33:51,Main,P03467,14,147,answered,R01
C003136,05/03/2026 08:37:33,Main,P03465,8,152,answered,R02
C003137,05/03/2026 08:40:01,Main,P03336,6,201,answered,R01
C003138,05/03/2026 08:40:58,New Patients,P01919,27,0,abandoned,
C003139,05/03/2026 08:45:22,Main,P00454,,211,ANSWERED,R02
C003140,05/03/2026 08:48:29,Main,P03162,,234,answered,R01
C003141,05/03/2026 08:49:32,Main,P02486,47,0,VOICEMAIL,
C003142,05/03/2026 08:53:53,Main,P01248,5,164,Answered,R01
C003143,05/03/2026 08:55:15,New Patients,P03926,,249,answered,R02
C003144,05/03/2026 08:55:57,Main,P01645,43,0,voicemail,
C003145,05/03/2026 09:00:55,New Patients,P03200,15,240,Answered,R01
C003146,05/03/2026 09:03:24,Main,P02617,6,208,answered,R02
C003147,05/03/2026 09:10:16,Main,P00201,5,713,Answered,R02
C003148,05/03/2026 09:29:00,Main,P03283,,323,answered,R01
C003149,05/03/2026 09:29:42,Main,P02425,8,390,answered,R02
C003150,05/03/2026 09:34:23,Main,P00812,9,138,answered,R04
C003151,05/03/2026 09:35:05,Main,P00449,24,173,Answered,R03
C003152,05/03/2026 09:38:04,New Patients,P00911,11,189,answered,R01
C003153,05/03/2026 09:40:54,New Patients,P03766,,339,answered,R02
C003154,05/03/2026 09:41:42,Main,P00385,4,220,answered,R03
C003155,05/03/2026 09:50:43,Billing,P00420,4,187,ANSWERED,R04
C003156,05/03/2026 09:51:26,Billing,P03820,9,246,answered,R03
C003157,05/03/2026 09:51:45,Main,P00669,10,148,answered,R02
C003158,05/03/2026 09:54:40,Main,P00239,5,137,answered,R01
C003159,05/03/2026 09:56:29,Main,P01956,,240,answered,R03
C003160,05/03/2026 09:58:42,Main,P00123,8,297,ANSWERED,R01
C003161,05/03/2026 10:03:29,Main,P02813,11,429,ANSWERED,R02
C003162,05/03/2026 10:05:38,Billing,P01433,,356,answered,R03
C003163,05/03/2026 10:06:19,New Patients,P02629,14,521,answered,R01
C003164,05/03/2026 10:08:45,New Patients,P02281,6,765,ANSWERED,R04
C003165,05/03/2026 10:10:04,New Patients,P03564,74,0,Voicemail,
C003166,05/03/2026 10:10:27,Main,P01824,1,0,ABANDONED,
C003167,05/03/2026 10:24:43,Main,P00201,,279,answered,R03
C003168,05/03/2026 10:25:39,New Patients,P00458,5,185,answered,R04
C003169,05/03/2026 10:41:11,Main,P02920,8,367,Answered,R01
C003170,05/03/2026 10:42:32,Billing,P03251,7,299,ANSWERED,R03
C003171,05/03/2026 10:44:49,Main,P00055,4,235,answered,R02
C003171,05/03/2026 10:44:49,Main,P00055,4,235,answered,R02
C003172,05/03/2026 10:45:37,Main,P03731,4,214,answered,R04
C003173,05/03/2026 10:47:16,Main,P02837,47,0,ABANDONED,
C003174,05/03/2026 10:52:25,New Patients,P02208,5,162,Answered,R01
C003175,05/03/2026 10:58:29,Billing,P03736,10,157,ANSWERED,R01
C003176,05/03/2026 11:06:01,New Patients,P00853,17,104,answered,R01
C003177,05/03/2026 11:24:10,New Patients,P00352,4,446,answered,R03
C003178,05/03/2026 11:24:10,New Patients,P01142,12,155,ANSWERED,R04
C003179,05/03/2026 11:25:45,New Patients,P00323,5,231,Answered,R02
C003180,05/03/2026 11:32:08,Main,P02893,,197,ANSWERED,R02
C003181,05/03/2026 11:48:43,Main,P03680,5,165,answered,R01
C003182,05/03/2026 12:05:04,New Patients,P04015,7,393,answered,R04
C003183,05/03/2026 12:20:16,Main,P02681,3,123,ANSWERED,R03
